TAZID,commercial,resident,industrial,public,transport,other
2977,0.158604,0.154509,0.166477,0.155063,0.192756,0.172591
2978,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2979,0.160708,0.156367,0.165701,0.155853,0.188719,0.172652
2980,0.169499,0.162493,0.159668,0.155208,0.181414,0.171718
2981,0.163426,0.158098,0.164596,0.155998,0.184878,0.173003
2982,0.158347,0.154253,0.166719,0.155169,0.192908,0.172605
2983,0.166425,0.160076,0.162781,0.155234,0.183487,0.171997
2984,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2985,0.163362,0.158027,0.164828,0.15568,0.185631,0.172471
2986,0.158232,0.1542,0.166475,0.154958,0.193294,0.17284
2987,0.160468,0.156129,0.166054,0.155598,0.189268,0.172482
2988,0.166518,0.160028,0.162655,0.155501,0.183405,0.171893
2989,0.161231,0.15667,0.165629,0.155723,0.188178,0.172569
2990,0.15856,0.154526,0.166344,0.154995,0.192644,0.172931
2991,0.15865,0.15441,0.166485,0.155101,0.192463,0.17289
2992,0.158926,0.155345,0.165613,0.156253,0.190447,0.173417
2993,0.169754,0.162199,0.159695,0.155194,0.180925,0.172233
2994,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2995,0.16321,0.158124,0.165022,0.155872,0.185974,0.171798
2996,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
2997,0.163234,0.158086,0.164859,0.155816,0.185711,0.172294
2998,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
2999,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3000,0.163477,0.157938,0.164497,0.156151,0.184932,0.173004
3001,0.166422,0.160254,0.162552,0.155441,0.183522,0.171808
3002,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3003,0.161244,0.156569,0.165699,0.155746,0.188207,0.172535
3004,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3005,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3006,0.1583,0.154363,0.1665,0.155046,0.193007,0.172784
3007,0.166321,0.160167,0.162566,0.155571,0.184004,0.171371
3008,0.161247,0.156495,0.165789,0.15583,0.188232,0.172407
3009,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3010,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3011,0.158614,0.154591,0.166435,0.155046,0.192343,0.17297
3012,0.158528,0.154123,0.166903,0.154865,0.193166,0.172415
3013,0.17116,0.163629,0.157888,0.154757,0.180221,0.172345
3014,0.16178,0.156982,0.165564,0.156011,0.187254,0.172409
3015,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3016,0.166713,0.160044,0.162385,0.155569,0.182998,0.172291
3017,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3018,0.163322,0.157818,0.164811,0.156155,0.185192,0.172702
3019,0.161435,0.156856,0.165083,0.156301,0.18746,0.172865
3020,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3021,0.160362,0.156107,0.166001,0.155522,0.189496,0.172511
3022,0.158776,0.154713,0.16626,0.155138,0.192027,0.173086
3023,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3024,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3025,0.166241,0.160426,0.16274,0.155292,0.18393,0.171372
3026,0.16262,0.157637,0.165107,0.156126,0.185763,0.172748
3027,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3028,0.166663,0.159933,0.162702,0.155422,0.18308,0.172201
3029,0.16643,0.160226,0.16266,0.155334,0.183534,0.171816
3030,0.158622,0.154702,0.166472,0.155243,0.192035,0.172925
3031,0.158541,0.154419,0.166532,0.154737,0.19285,0.17292
3032,0.16191,0.157158,0.165282,0.156145,0.187034,0.172471
3033,0.160305,0.156155,0.165887,0.155604,0.189454,0.172595
3034,0.158463,0.154726,0.166692,0.154733,0.192582,0.172805
3035,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3036,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3037,0.161451,0.156624,0.165528,0.155932,0.187814,0.172651
3038,0.166663,0.160009,0.162682,0.155264,0.183215,0.172166
3039,0.166583,0.159981,0.162682,0.155519,0.183179,0.172056
3040,0.16651,0.160123,0.162661,0.155325,0.183487,0.171894
3041,0.160731,0.156234,0.165851,0.155774,0.188706,0.172704
3042,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3043,0.169617,0.162244,0.159702,0.155307,0.181136,0.171994
3044,0.158761,0.154629,0.166588,0.154888,0.192101,0.173034
3045,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3046,0.161732,0.157115,0.165548,0.15596,0.187361,0.172285
3047,0.161282,0.156933,0.165413,0.155873,0.18778,0.172718
3048,0.163341,0.157887,0.16471,0.156186,0.185158,0.172719
3049,0.15883,0.154438,0.166508,0.155065,0.192164,0.172994
3050,0.159829,0.155766,0.166244,0.155222,0.190396,0.172544
3051,0.158872,0.154853,0.166282,0.155209,0.191604,0.173181
3052,0.162489,0.157429,0.165055,0.156178,0.186151,0.172699
3053,0.161686,0.157034,0.165645,0.15579,0.187554,0.17229
3054,0.161968,0.157122,0.165253,0.156217,0.186818,0.172621
3055,0.161602,0.157286,0.165513,0.155807,0.187516,0.172275
3056,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3057,0.16505,0.15865,0.164264,0.155421,0.183983,0.172632
3058,0.165012,0.158638,0.164018,0.155809,0.183797,0.172726
3059,0.160364,0.155984,0.166042,0.15573,0.189357,0.172522
3060,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3061,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3062,0.158445,0.154333,0.166724,0.154996,0.192836,0.172666
3063,0.169647,0.162397,0.159775,0.155116,0.181245,0.171821
3064,0.163205,0.157944,0.164888,0.156162,0.185169,0.172632
3065,0.161904,0.157194,0.165188,0.156104,0.187018,0.172592
3066,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3067,0.166486,0.160126,0.162606,0.155402,0.183385,0.171996
3068,0.166821,0.159867,0.16273,0.155351,0.182873,0.172358
3069,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3070,0.158407,0.154432,0.16662,0.154823,0.192845,0.172873
3071,0.158894,0.154666,0.166441,0.155659,0.191503,0.172837
3072,0.161028,0.156535,0.165584,0.155846,0.188382,0.172624
3073,0.158732,0.154829,0.166426,0.155032,0.191977,0.173005
3074,0.163197,0.158311,0.164744,0.155729,0.186131,0.171887
3075,0.158882,0.154663,0.166379,0.155326,0.191831,0.172919
3076,0.166937,0.159763,0.162505,0.155541,0.182439,0.172814
3077,0.166728,0.159699,0.162567,0.155868,0.182429,0.172708
3078,0.166425,0.160169,0.162862,0.155333,0.183545,0.171665
3079,0.166268,0.1603,0.162693,0.155574,0.183399,0.171766
3080,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3081,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3082,0.158553,0.154355,0.166649,0.154702,0.19297,0.172772
3083,0.163477,0.157973,0.164569,0.156094,0.184998,0.172889
3084,0.169557,0.162425,0.159711,0.155111,0.181344,0.171852
3085,0.163343,0.158036,0.164864,0.155986,0.185204,0.172568
3086,0.161952,0.157245,0.165208,0.156021,0.186883,0.17269
3087,0.169516,0.162373,0.159665,0.155237,0.181339,0.17187
3088,0.15866,0.154345,0.166402,0.154795,0.192867,0.172931
3089,0.166629,0.159837,0.162876,0.155439,0.18313,0.17209
3090,0.166822,0.159783,0.162597,0.155502,0.18265,0.172645
3091,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3092,0.158833,0.155159,0.165963,0.155481,0.191257,0.173307
3093,0.15873,0.155139,0.166048,0.155048,0.191916,0.17312
3094,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3095,0.161239,0.1566,0.165606,0.156009,0.188001,0.172545
3096,0.16179,0.157114,0.165421,0.155852,0.187341,0.172484
3097,0.164918,0.158757,0.164251,0.155452,0.184351,0.172272
3098,0.158434,0.1546,0.166475,0.155467,0.191954,0.173071
3099,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3100,0.166839,0.159881,0.162831,0.155183,0.183002,0.172264
3101,0.166378,0.160164,0.162677,0.15534,0.183621,0.171822
3102,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3103,0.161281,0.156502,0.165701,0.15592,0.188066,0.172531
3104,0.161964,0.157137,0.165322,0.15605,0.186845,0.172681
3105,0.16689,0.159829,0.162329,0.155658,0.18298,0.172314
3106,0.158392,0.15419,0.166509,0.154838,0.193244,0.172826
3107,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3108,0.166566,0.160253,0.162677,0.155308,0.182908,0.172287
3109,0.161406,0.156485,0.165506,0.156062,0.188005,0.172536
3110,0.158459,0.154349,0.166692,0.154911,0.192854,0.172735
3111,0.165506,0.159068,0.163668,0.155538,0.183641,0.172578
3112,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3113,0.161843,0.157034,0.165252,0.156108,0.187034,0.172729
3114,0.16331,0.158076,0.164711,0.1558,0.185352,0.172751
3115,0.161827,0.157052,0.16564,0.155987,0.187174,0.172319
3116,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3117,0.163293,0.157967,0.164764,0.156144,0.185535,0.172298
3118,0.165149,0.158639,0.164021,0.155901,0.183495,0.172795
3119,0.162317,0.157439,0.165299,0.156085,0.186434,0.172427
3120,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3121,0.16663,0.160105,0.162541,0.155441,0.183095,0.172188
3122,0.158555,0.154509,0.16647,0.154948,0.192814,0.172704
3123,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3124,0.160478,0.156269,0.165818,0.155523,0.189262,0.172649
3125,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3126,0.160243,0.156053,0.16606,0.155489,0.189623,0.172532
3127,0.1612,0.156649,0.16565,0.155837,0.188081,0.172583
3128,0.168143,0.161468,0.161011,0.155328,0.182273,0.171776
3129,0.158726,0.154801,0.166296,0.155314,0.191956,0.172907
3130,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3131,0.159244,0.15558,0.165535,0.156306,0.189615,0.173719
3132,0.166707,0.160018,0.162544,0.155349,0.182849,0.172533
3133,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3134,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3135,0.159141,0.155454,0.166028,0.155113,0.190485,0.173778
3136,0.161627,0.156998,0.165587,0.155887,0.187623,0.172277
3137,0.158635,0.154372,0.166495,0.154867,0.192821,0.17281
3138,0.160629,0.156017,0.166187,0.155544,0.189177,0.172445
3139,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3140,0.161837,0.157175,0.165195,0.156244,0.186816,0.172732
3141,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3142,0.162191,0.157524,0.165244,0.15608,0.186558,0.172403
3143,0.15895,0.154736,0.166291,0.155446,0.191611,0.172965
3144,0.158731,0.154407,0.166394,0.155273,0.192386,0.172809
3145,0.164837,0.158722,0.164194,0.155739,0.184378,0.17213
3146,0.158623,0.154813,0.166593,0.154667,0.192545,0.172761
3147,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3148,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3149,0.169508,0.162464,0.159641,0.155376,0.181247,0.171765
3150,0.160557,0.156143,0.166084,0.155586,0.189171,0.172459
3151,0.158497,0.154362,0.166773,0.154799,0.192892,0.172678
3152,0.161112,0.156553,0.165838,0.155752,0.188243,0.172503
3153,0.166554,0.160118,0.162639,0.155344,0.183357,0.171987
3154,0.164972,0.158705,0.164158,0.155525,0.184294,0.172345
3155,0.1695,0.162445,0.159845,0.155185,0.181659,0.171366
3156,0.161253,0.156583,0.165315,0.156325,0.187858,0.172665
3157,0.169485,0.162477,0.15972,0.15515,0.181345,0.171823
3158,0.163422,0.157873,0.164977,0.15587,0.18493,0.172928
3159,0.163406,0.158064,0.164786,0.155848,0.185343,0.172552
3160,0.160892,0.15658,0.165871,0.155689,0.188675,0.172293
3161,0.166444,0.160187,0.162678,0.155313,0.183583,0.171795
3162,0.161836,0.156952,0.165427,0.156072,0.187348,0.172366
3163,0.161926,0.157011,0.165348,0.156035,0.187092,0.172587
3164,0.169566,0.162307,0.159752,0.155315,0.181273,0.171787
3165,0.161339,0.156589,0.165468,0.156048,0.187938,0.172618
3166,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3167,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3168,0.163511,0.158101,0.164422,0.156297,0.184855,0.172814
3169,0.166542,0.160049,0.162638,0.155477,0.183538,0.171756
3170,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3171,0.161959,0.15712,0.165309,0.156062,0.18699,0.17256
3172,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3173,0.169598,0.162343,0.159604,0.155246,0.181154,0.172055
3174,0.158224,0.154435,0.166537,0.15479,0.193318,0.172696
3175,0.166828,0.160048,0.162485,0.155506,0.182788,0.172344
3176,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3177,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3178,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3179,0.158752,0.154731,0.16644,0.155206,0.191855,0.173017
3180,0.158443,0.154333,0.166656,0.15507,0.193002,0.172496
3181,0.158878,0.154773,0.166477,0.155028,0.191778,0.173066
3182,0.16329,0.157994,0.16475,0.156007,0.185125,0.172833
3183,0.163114,0.158013,0.164939,0.155948,0.185584,0.172403
3184,0.158773,0.15462,0.166308,0.155118,0.192234,0.172947
3185,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3186,0.165291,0.159046,0.16393,0.155563,0.183928,0.172242
3187,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3188,0.161286,0.156908,0.16554,0.155726,0.188168,0.172373
3189,0.160198,0.155994,0.166103,0.15532,0.18975,0.172634
3190,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3191,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3192,0.161195,0.156525,0.165748,0.15569,0.188354,0.172489
3193,0.158409,0.154444,0.166421,0.155109,0.192815,0.172802
3194,0.161815,0.156993,0.165479,0.156061,0.187169,0.172483
3195,0.166726,0.159977,0.162602,0.155265,0.183022,0.172408
3196,0.165017,0.158514,0.164323,0.155439,0.184199,0.172508
3197,0.158875,0.154748,0.166271,0.155404,0.191567,0.173135
3198,0.164735,0.158941,0.163984,0.155479,0.184723,0.172139
3199,0.158634,0.154559,0.166504,0.154971,0.19251,0.172822
3200,0.158642,0.154668,0.16631,0.15518,0.192119,0.173081
3201,0.162073,0.157007,0.165394,0.15597,0.186895,0.17266
3202,0.158557,0.154415,0.166665,0.154847,0.192725,0.172791
3203,0.163341,0.157867,0.164874,0.155974,0.185278,0.172666
3204,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3205,0.158769,0.154893,0.166227,0.155152,0.191775,0.173184
3206,0.162035,0.156995,0.165238,0.156148,0.187005,0.172579
3207,0.163589,0.158076,0.164506,0.156089,0.184705,0.173035
3208,0.158669,0.154445,0.166398,0.155022,0.192685,0.17278
3209,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3210,0.16317,0.158042,0.164963,0.155891,0.185545,0.17239
3211,0.158782,0.154673,0.166401,0.15505,0.191931,0.173163
3212,0.160512,0.156036,0.166179,0.155511,0.189181,0.172582
3213,0.160218,0.156191,0.165976,0.155628,0.189695,0.172291
3214,0.169585,0.162278,0.159707,0.15528,0.181118,0.172033
3215,0.161106,0.156507,0.165721,0.155772,0.188263,0.172631
3216,0.161838,0.157123,0.165396,0.155814,0.18717,0.172659
3217,0.158803,0.154664,0.166255,0.154971,0.192261,0.173047
3218,0.16118,0.156587,0.165505,0.156346,0.187841,0.172542
3219,0.158774,0.154497,0.166603,0.155095,0.192353,0.172678
3220,0.158339,0.15429,0.166574,0.155059,0.193074,0.172664
3221,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3222,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3223,0.158734,0.154497,0.166152,0.155424,0.192259,0.172934
3224,0.160503,0.15628,0.165821,0.155543,0.189265,0.172589
3225,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3226,0.165489,0.158998,0.163808,0.155464,0.183717,0.172525
3227,0.158597,0.154367,0.166659,0.154896,0.192623,0.172858
3228,0.161762,0.157312,0.165275,0.156357,0.186768,0.172526
3229,0.160066,0.155896,0.166009,0.155457,0.189915,0.172657
3230,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3231,0.163333,0.158083,0.164813,0.15585,0.18516,0.172761
3232,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3233,0.158631,0.154929,0.16635,0.155262,0.191855,0.172973
3234,0.166892,0.15979,0.162693,0.155385,0.182751,0.172489
3235,0.166737,0.15985,0.162646,0.155436,0.182851,0.17248
3236,0.158909,0.15446,0.166504,0.155178,0.192135,0.172814
3237,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3238,0.15875,0.15479,0.166506,0.155348,0.192031,0.172575
3239,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3240,0.163258,0.158075,0.164763,0.15606,0.185197,0.172647
3241,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3242,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3243,0.161988,0.157275,0.165202,0.156194,0.186772,0.172568
3244,0.169601,0.162166,0.159739,0.15536,0.181137,0.171998
3245,0.166935,0.159992,0.162509,0.155266,0.182792,0.172505
3246,0.163082,0.158185,0.164957,0.155752,0.18602,0.172003
3247,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3248,0.158504,0.154415,0.166703,0.154899,0.192847,0.172632
3249,0.158613,0.154559,0.166286,0.154501,0.193006,0.173035
3250,0.161914,0.157206,0.165206,0.156118,0.186943,0.172613
3251,0.157699,0.154108,0.16695,0.154319,0.194907,0.172016
3252,0.158689,0.154703,0.166422,0.155129,0.192216,0.172841
3253,0.163271,0.158064,0.164714,0.156165,0.185093,0.172693
3254,0.164973,0.158768,0.164151,0.155481,0.184441,0.172184
3255,0.163255,0.157935,0.164801,0.155895,0.18545,0.172665
3256,0.160782,0.156381,0.165667,0.155891,0.188516,0.172763
3257,0.160143,0.155837,0.166074,0.155604,0.189755,0.172588
3258,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3259,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3260,0.158775,0.154611,0.166405,0.155204,0.1922,0.172806
3261,0.161407,0.156493,0.165461,0.156129,0.187786,0.172723
3262,0.160513,0.156231,0.165976,0.155403,0.189157,0.172719
3263,0.166616,0.160057,0.162276,0.1555,0.183088,0.172462
3264,0.163383,0.158035,0.164654,0.15574,0.185615,0.172574
3265,0.158424,0.154395,0.166822,0.154596,0.193141,0.172621
3266,0.166779,0.160043,0.162492,0.155169,0.183157,0.172361
3267,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3268,0.161397,0.156763,0.165241,0.156112,0.187639,0.172848
3269,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3270,0.158597,0.154506,0.166586,0.155031,0.192549,0.172731
3271,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3272,0.158833,0.154647,0.16654,0.154955,0.192352,0.172673
3273,0.162673,0.15756,0.165026,0.156155,0.185902,0.172684
3274,0.16332,0.157881,0.164991,0.155971,0.18542,0.172417
3275,0.161076,0.156476,0.165729,0.155671,0.188401,0.172647
3276,0.161263,0.156575,0.165578,0.155987,0.187943,0.172654
3277,0.163796,0.158058,0.164447,0.156359,0.184467,0.172873
3278,0.161815,0.157017,0.165461,0.156024,0.187243,0.17244
3279,0.158884,0.154524,0.166448,0.155008,0.192203,0.172932
3280,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3281,0.166696,0.159943,0.162453,0.155809,0.18273,0.172368
3282,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3283,0.163408,0.157976,0.164785,0.156048,0.184997,0.172785
3284,0.158544,0.154201,0.166625,0.155031,0.192892,0.172707
3285,0.158787,0.154864,0.166508,0.155153,0.191761,0.172926
3286,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3287,0.160114,0.155939,0.166076,0.155355,0.18989,0.172627
3288,0.162643,0.157582,0.165037,0.156163,0.185986,0.172589
3289,0.167189,0.159672,0.162466,0.155538,0.182126,0.17301
3290,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3291,0.164832,0.158802,0.164179,0.155517,0.184433,0.172237
3292,0.160913,0.156419,0.165554,0.156055,0.188368,0.17269
3293,0.166473,0.160357,0.162508,0.155274,0.18361,0.171779
3294,0.161076,0.15651,0.165652,0.155665,0.188529,0.172567
3295,0.161595,0.157069,0.165517,0.155935,0.187657,0.172227
3296,0.158904,0.154689,0.166182,0.155299,0.191881,0.173044
3297,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3298,0.158653,0.15449,0.166409,0.155835,0.191933,0.17268
3299,0.159038,0.154714,0.166225,0.155432,0.191665,0.172926
3300,0.169792,0.16215,0.159671,0.155313,0.180887,0.172187
3301,0.169401,0.162491,0.159657,0.155353,0.181426,0.171672
3302,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3303,0.166775,0.159927,0.162714,0.155202,0.183053,0.17233
3304,0.161893,0.157283,0.165478,0.156164,0.186625,0.172557
3305,0.174787,0.168613,0.15404,0.153424,0.176109,0.173027
3306,0.163088,0.158123,0.164852,0.155866,0.185766,0.172305
3307,0.16652,0.160031,0.162549,0.155332,0.183759,0.171809
3308,0.166559,0.160157,0.162637,0.155452,0.183305,0.171891
3309,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3310,0.164752,0.158723,0.1641,0.155626,0.18431,0.172489
3311,0.16191,0.157085,0.165437,0.156047,0.186961,0.17256
3312,0.158727,0.154689,0.166367,0.155189,0.192122,0.172906
3313,0.172397,0.1714,0.159494,0.15002,0.171061,0.175627
3314,0.158699,0.154503,0.166486,0.155354,0.192163,0.172796
3315,0.158623,0.154591,0.166377,0.154954,0.192479,0.172977
3316,0.162465,0.157415,0.165106,0.156286,0.185968,0.17276
3317,0.163209,0.158062,0.164801,0.155698,0.185912,0.172318
