TAZ,commercial_commercial,commercial_resident,commercial_industrial,commercial_public,commercial_transport,commercial_other,resident_commercial,resident_resident,resident_industrial,resident_public,resident_transport,resident_other,industrial_commercial,industrial_resident,industrial_industrial,industrial_public,industrial_transport,industrial_other,public_commercial,public_resident,public_industrial,public_public,public_transport,public_other,transport_commercial,transport_resident,transport_industrial,transport_public,transport_transport,transport_other,other_commercial,other_resident,other_industrial,other_public,other_transport,other_other
2326,8.0,0.0,3.0,1.0,1.0,5.0,2.0,8.0,4.0,1.0,5.0,2.0,1.0,3.0,10.0,1.0,4.0,3.0,1.0,1.0,2.0,12.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,6.0
2327,7.0,2.0,0.0,0.0,2.0,3.0,4.0,5.0,0.0,1.0,2.0,1.0,0.0,1.0,11.0,5.0,3.0,3.0,1.0,2.0,1.0,7.0,4.0,1.0,0.0,1.0,3.0,1.0,12.0,2.0,3.0,3.0,1.0,3.0,4.0,2.0
2328,9.0,6.0,4.0,2.0,0.0,0.0,1.0,5.0,1.0,3.0,2.0,1.0,3.0,1.0,12.0,0.0,5.0,3.0,3.0,1.0,1.0,4.0,2.0,0.0,1.0,2.0,2.0,4.0,5.0,1.0,2.0,3.0,6.0,2.0,1.0,10.0
2329,5.0,2.0,2.0,6.0,0.0,2.0,0.0,15.0,1.0,0.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,1.0,2.0,3.0,0.0,3.0,2.0,2.0,3.0,1.0,4.0,2.0,7.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0
2330,7.0,1.0,1.0,1.0,0.0,1.0,2.0,9.0,5.0,3.0,1.0,0.0,3.0,3.0,12.0,2.0,1.0,1.0,3.0,1.0,3.0,12.0,1.0,1.0,3.0,1.0,2.0,4.0,8.0,1.0,3.0,0.0,0.0,3.0,5.0,10.0
2331,7.0,4.0,2.0,3.0,1.0,4.0,3.0,11.0,2.0,2.0,3.0,0.0,3.0,3.0,10.0,3.0,1.0,1.0,2.0,0.0,3.0,9.0,2.0,3.0,1.0,1.0,4.0,4.0,10.0,2.0,3.0,3.0,2.0,2.0,1.0,7.0
2332,8.0,2.0,1.0,1.0,3.0,1.0,3.0,9.0,2.0,0.0,2.0,1.0,2.0,1.0,7.0,1.0,4.0,0.0,1.0,1.0,5.0,8.0,2.0,3.0,3.0,1.0,0.0,1.0,10.0,2.0,2.0,2.0,2.0,2.0,1.0,9.0
2333,7.0,0.0,1.0,0.0,3.0,1.0,3.0,12.0,0.0,3.0,0.0,2.0,4.0,1.0,9.0,0.0,2.0,0.0,0.0,2.0,5.0,10.0,2.0,0.0,6.0,4.0,0.0,0.0,7.0,1.0,1.0,0.0,0.0,3.0,1.0,9.0
2334,3.0,4.0,2.0,2.0,2.0,2.0,3.0,7.0,2.0,0.0,1.0,0.0,0.0,1.0,13.0,2.0,4.0,1.0,0.0,2.0,3.0,8.0,3.0,2.0,2.0,2.0,5.0,1.0,10.0,1.0,1.0,2.0,3.0,0.0,3.0,12.0
2335,8.0,1.0,2.0,0.0,2.0,2.0,1.0,7.0,0.0,3.0,1.0,1.0,3.0,1.0,8.0,3.0,1.0,1.0,4.0,2.0,1.0,6.0,3.0,2.0,1.0,0.0,0.0,3.0,6.0,5.0,2.0,4.0,2.0,0.0,1.0,8.0
2336,9.0,2.0,1.0,2.0,3.0,0.0,4.0,12.0,2.0,2.0,1.0,4.0,3.0,4.0,11.0,2.0,0.0,2.0,3.0,3.0,1.0,7.0,2.0,5.0,3.0,2.0,0.0,4.0,9.0,2.0,0.0,4.0,2.0,2.0,1.0,9.0
2337,6.0,3.0,4.0,3.0,1.0,2.0,6.0,6.0,3.0,0.0,2.0,2.0,0.0,3.0,9.0,2.0,1.0,2.0,2.0,1.0,1.0,12.0,1.0,2.0,3.0,1.0,4.0,3.0,15.0,1.0,1.0,2.0,3.0,1.0,2.0,6.0
2338,8.0,3.0,1.0,2.0,1.0,0.0,0.0,7.0,3.0,3.0,2.0,5.0,1.0,3.0,7.0,1.0,0.0,2.0,2.0,3.0,2.0,14.0,2.0,1.0,5.0,2.0,0.0,1.0,6.0,4.0,1.0,0.0,1.0,1.0,4.0,7.0
2339,7.0,1.0,1.0,3.0,3.0,2.0,2.0,8.0,2.0,1.0,5.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,2.0,3.0,6.0,4.0,3.0,2.0,2.0,1.0,2.0,3.0,4.0,5.0,2.0,4.0,0.0,0.0,11.0
2340,6.0,2.0,3.0,0.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,3.0,2.0,8.0,2.0,0.0,1.0,4.0,1.0,3.0,8.0,1.0,2.0,2.0,1.0,2.0,3.0,10.0,2.0,0.0,3.0,3.0,4.0,1.0,7.0
2341,9.0,2.0,3.0,0.0,1.0,3.0,4.0,2.0,2.0,4.0,6.0,1.0,0.0,2.0,9.0,2.0,2.0,4.0,0.0,2.0,0.0,8.0,0.0,3.0,2.0,0.0,1.0,2.0,9.0,0.0,2.0,4.0,0.0,2.0,1.0,9.0
2342,5.0,1.0,1.0,1.0,5.0,2.0,2.0,8.0,4.0,1.0,1.0,4.0,1.0,2.0,6.0,2.0,2.0,2.0,0.0,3.0,0.0,16.0,1.0,3.0,0.0,5.0,2.0,3.0,8.0,1.0,2.0,0.0,2.0,1.0,1.0,9.0
2343,7.0,3.0,2.0,1.0,3.0,1.0,4.0,6.0,0.0,2.0,2.0,1.0,3.0,2.0,7.0,4.0,2.0,2.0,1.0,1.0,3.0,6.0,1.0,4.0,0.0,4.0,2.0,1.0,15.0,2.0,1.0,2.0,2.0,2.0,4.0,11.0
2344,12.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,13.0,2.0,0.0,4.0,1.0,0.0,2.0,12.0,3.0,4.0,3.0,4.0,2.0,2.0,9.0,2.0,3.0,2.0,0.0,2.0,4.0,10.0
2345,13.0,0.0,3.0,2.0,1.0,3.0,3.0,11.0,3.0,2.0,1.0,4.0,5.0,2.0,7.0,2.0,2.0,4.0,0.0,1.0,1.0,15.0,6.0,1.0,0.0,1.0,1.0,1.0,4.0,5.0,4.0,0.0,3.0,3.0,3.0,5.0
2346,6.0,3.0,3.0,2.0,3.0,5.0,4.0,9.0,1.0,0.0,1.0,2.0,2.0,3.0,13.0,2.0,1.0,2.0,0.0,8.0,4.0,8.0,2.0,0.0,3.0,2.0,3.0,0.0,12.0,3.0,0.0,1.0,1.0,1.0,2.0,4.0
2347,10.0,2.0,0.0,5.0,2.0,0.0,0.0,5.0,1.0,1.0,2.0,3.0,1.0,6.0,6.0,5.0,0.0,4.0,2.0,0.0,2.0,6.0,0.0,5.0,1.0,2.0,4.0,2.0,6.0,2.0,5.0,2.0,2.0,3.0,1.0,8.0
2348,10.0,2.0,1.0,2.0,1.0,1.0,0.0,9.0,0.0,3.0,5.0,1.0,0.0,3.0,8.0,1.0,2.0,2.0,2.0,2.0,0.0,8.0,7.0,1.0,1.0,1.0,4.0,3.0,7.0,2.0,1.0,0.0,3.0,1.0,3.0,4.0
2349,11.0,1.0,4.0,2.0,2.0,3.0,2.0,5.0,5.0,0.0,4.0,6.0,2.0,2.0,9.0,2.0,2.0,0.0,0.0,3.0,4.0,8.0,0.0,1.0,5.0,2.0,1.0,2.0,11.0,3.0,1.0,2.0,6.0,3.0,0.0,2.0
2350,8.0,4.0,4.0,3.0,3.0,0.0,3.0,10.0,1.0,2.0,0.0,2.0,2.0,1.0,6.0,3.0,2.0,1.0,0.0,3.0,2.0,7.0,0.0,2.0,1.0,2.0,3.0,1.0,7.0,2.0,3.0,1.0,0.0,2.0,4.0,7.0
2351,8.0,0.0,3.0,4.0,1.0,4.0,2.0,7.0,3.0,1.0,1.0,2.0,3.0,0.0,3.0,5.0,0.0,2.0,1.0,1.0,1.0,11.0,1.0,3.0,2.0,2.0,0.0,2.0,8.0,2.0,2.0,2.0,2.0,2.0,0.0,6.0
2352,10.0,2.0,4.0,2.0,0.0,1.0,3.0,6.0,1.0,1.0,2.0,0.0,0.0,1.0,9.0,2.0,2.0,0.0,1.0,2.0,0.0,5.0,1.0,1.0,4.0,2.0,0.0,2.0,7.0,1.0,3.0,2.0,3.0,2.0,2.0,10.0
2353,13.0,1.0,1.0,1.0,1.0,4.0,2.0,14.0,3.0,1.0,1.0,3.0,1.0,0.0,7.0,4.0,3.0,2.0,1.0,3.0,1.0,11.0,3.0,2.0,4.0,0.0,1.0,0.0,8.0,2.0,1.0,4.0,2.0,2.0,2.0,8.0
2354,6.0,3.0,5.0,1.0,1.0,2.0,1.0,10.0,1.0,2.0,0.0,2.0,2.0,0.0,9.0,1.0,2.0,1.0,2.0,3.0,2.0,8.0,2.0,3.0,1.0,2.0,2.0,2.0,5.0,0.0,2.0,2.0,1.0,3.0,3.0,12.0
2355,8.0,0.0,4.0,3.0,0.0,2.0,3.0,13.0,1.0,3.0,0.0,2.0,2.0,1.0,9.0,0.0,2.0,2.0,1.0,1.0,4.0,5.0,2.0,4.0,4.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,0.0,6.0
2356,11.0,3.0,1.0,2.0,5.0,1.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,4.0,3.0,5.0,9.0,1.0,1.0,1.0,4.0,1.0,1.0,8.0,2.0,0.0,2.0,1.0,0.0,1.0,6.0
2357,6.0,3.0,4.0,1.0,1.0,1.0,1.0,8.0,3.0,2.0,2.0,3.0,6.0,3.0,7.0,0.0,3.0,0.0,2.0,3.0,5.0,4.0,3.0,1.0,3.0,3.0,2.0,1.0,5.0,2.0,0.0,4.0,3.0,4.0,1.0,4.0
2358,7.0,1.0,1.0,2.0,3.0,2.0,2.0,10.0,5.0,7.0,2.0,3.0,0.0,2.0,9.0,7.0,1.0,2.0,2.0,1.0,3.0,5.0,1.0,4.0,2.0,2.0,3.0,2.0,9.0,2.0,3.0,3.0,1.0,0.0,1.0,6.0
2359,12.0,2.0,1.0,2.0,5.0,0.0,2.0,7.0,0.0,2.0,0.0,3.0,4.0,0.0,7.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,2.0,0.0,2.0,2.0,1.0,0.0,7.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0
2360,8.0,2.0,2.0,2.0,0.0,3.0,2.0,8.0,4.0,0.0,3.0,2.0,3.0,1.0,7.0,1.0,3.0,2.0,2.0,2.0,1.0,6.0,2.0,3.0,3.0,3.0,0.0,0.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,8.0
2361,10.0,4.0,2.0,3.0,3.0,3.0,1.0,5.0,2.0,4.0,0.0,2.0,5.0,1.0,5.0,3.0,2.0,1.0,2.0,0.0,4.0,5.0,2.0,4.0,4.0,3.0,0.0,5.0,8.0,1.0,2.0,0.0,3.0,3.0,3.0,3.0
2362,6.0,1.0,1.0,3.0,3.0,3.0,4.0,5.0,3.0,1.0,1.0,2.0,1.0,0.0,9.0,2.0,2.0,2.0,1.0,3.0,3.0,7.0,4.0,1.0,3.0,5.0,3.0,2.0,7.0,3.0,1.0,1.0,5.0,0.0,4.0,9.0
2363,6.0,4.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,0.0,2.0,1.0,5.0,1.0,8.0,3.0,0.0,3.0,1.0,5.0,4.0,7.0,3.0,2.0,3.0,0.0,2.0,2.0,10.0,4.0,1.0,1.0,5.0,1.0,2.0,10.0
2364,11.0,2.0,3.0,5.0,1.0,3.0,4.0,8.0,3.0,1.0,0.0,1.0,1.0,4.0,10.0,1.0,10.0,1.0,1.0,0.0,3.0,7.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,3.0,0.0,3.0,8.0
2365,12.0,0.0,1.0,1.0,3.0,2.0,0.0,4.0,2.0,3.0,1.0,3.0,4.0,2.0,11.0,5.0,7.0,2.0,1.0,0.0,2.0,8.0,4.0,2.0,1.0,2.0,4.0,0.0,7.0,1.0,4.0,3.0,2.0,3.0,2.0,7.0
2366,7.0,1.0,2.0,0.0,4.0,2.0,2.0,6.0,1.0,3.0,4.0,2.0,4.0,3.0,8.0,3.0,3.0,1.0,2.0,0.0,1.0,8.0,3.0,1.0,1.0,1.0,4.0,1.0,7.0,1.0,1.0,2.0,4.0,4.0,2.0,2.0
2367,3.0,3.0,0.0,1.0,2.0,2.0,2.0,6.0,5.0,2.0,2.0,4.0,2.0,0.0,4.0,1.0,3.0,2.0,2.0,2.0,3.0,11.0,2.0,0.0,3.0,1.0,2.0,2.0,9.0,3.0,5.0,5.0,0.0,2.0,1.0,13.0
2368,9.0,2.0,0.0,1.0,3.0,0.0,1.0,6.0,2.0,7.0,1.0,0.0,4.0,1.0,8.0,1.0,1.0,3.0,6.0,1.0,1.0,6.0,0.0,2.0,4.0,0.0,4.0,1.0,13.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0
2369,9.0,3.0,5.0,3.0,0.0,0.0,4.0,6.0,2.0,4.0,1.0,5.0,3.0,3.0,10.0,5.0,3.0,1.0,1.0,2.0,0.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,2.0,0.0,2.0,2.0,5.0,6.0
2370,9.0,4.0,2.0,2.0,4.0,1.0,2.0,8.0,2.0,2.0,2.0,2.0,2.0,0.0,6.0,1.0,1.0,0.0,1.0,3.0,1.0,9.0,2.0,3.0,3.0,3.0,1.0,1.0,4.0,1.0,4.0,0.0,2.0,6.0,3.0,7.0
2371,4.0,3.0,4.0,8.0,1.0,1.0,3.0,10.0,2.0,4.0,2.0,2.0,1.0,4.0,10.0,3.0,3.0,2.0,4.0,3.0,3.0,8.0,5.0,1.0,6.0,2.0,0.0,1.0,9.0,5.0,4.0,3.0,3.0,0.0,4.0,8.0
2372,6.0,3.0,1.0,0.0,2.0,6.0,0.0,7.0,1.0,1.0,0.0,1.0,1.0,3.0,6.0,2.0,0.0,1.0,2.0,0.0,4.0,9.0,2.0,1.0,4.0,5.0,3.0,5.0,7.0,1.0,2.0,2.0,6.0,0.0,2.0,9.0
2373,10.0,1.0,3.0,4.0,1.0,0.0,3.0,8.0,3.0,4.0,4.0,1.0,0.0,5.0,15.0,0.0,2.0,2.0,0.0,1.0,2.0,11.0,0.0,2.0,1.0,0.0,0.0,3.0,8.0,2.0,2.0,1.0,4.0,1.0,2.0,4.0
2374,5.0,4.0,1.0,0.0,3.0,3.0,2.0,5.0,2.0,4.0,0.0,1.0,3.0,2.0,8.0,2.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,1.0,2.0,3.0,0.0,0.0,10.0,3.0,3.0,2.0,1.0,3.0,2.0,5.0
2375,9.0,1.0,3.0,0.0,3.0,1.0,4.0,8.0,0.0,1.0,2.0,3.0,2.0,1.0,5.0,3.0,2.0,1.0,1.0,2.0,6.0,10.0,1.0,3.0,1.0,1.0,2.0,0.0,5.0,3.0,1.0,1.0,2.0,3.0,2.0,4.0
2376,13.0,3.0,2.0,0.0,1.0,2.0,2.0,11.0,3.0,1.0,3.0,4.0,2.0,6.0,9.0,2.0,0.0,3.0,1.0,3.0,3.0,7.0,1.0,1.0,3.0,3.0,1.0,1.0,8.0,1.0,3.0,0.0,2.0,0.0,1.0,6.0
2377,8.0,0.0,2.0,1.0,1.0,2.0,3.0,8.0,0.0,3.0,1.0,1.0,1.0,3.0,12.0,1.0,2.0,4.0,5.0,3.0,1.0,4.0,5.0,2.0,3.0,0.0,0.0,4.0,16.0,0.0,3.0,1.0,0.0,3.0,4.0,7.0
2378,9.0,3.0,2.0,1.0,1.0,3.0,1.0,6.0,2.0,0.0,1.0,2.0,3.0,4.0,9.0,2.0,1.0,1.0,3.0,1.0,4.0,11.0,0.0,1.0,2.0,2.0,3.0,0.0,8.0,3.0,2.0,0.0,2.0,2.0,3.0,7.0
2379,9.0,2.0,3.0,3.0,4.0,1.0,2.0,10.0,1.0,0.0,1.0,5.0,1.0,2.0,3.0,0.0,1.0,0.0,3.0,2.0,2.0,8.0,2.0,1.0,1.0,1.0,0.0,4.0,9.0,4.0,1.0,3.0,2.0,4.0,2.0,12.0
2380,10.0,1.0,1.0,3.0,2.0,1.0,3.0,5.0,4.0,5.0,0.0,1.0,4.0,0.0,9.0,1.0,2.0,2.0,3.0,2.0,0.0,10.0,2.0,0.0,5.0,1.0,1.0,2.0,13.0,3.0,1.0,3.0,1.0,3.0,3.0,6.0
2381,7.0,0.0,1.0,0.0,3.0,1.0,1.0,10.0,1.0,2.0,3.0,5.0,2.0,1.0,10.0,1.0,1.0,2.0,5.0,1.0,3.0,5.0,2.0,3.0,3.0,1.0,0.0,2.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0
2382,8.0,1.0,4.0,1.0,2.0,1.0,1.0,7.0,1.0,2.0,0.0,6.0,2.0,1.0,12.0,0.0,1.0,3.0,1.0,4.0,3.0,5.0,3.0,0.0,2.0,5.0,1.0,2.0,12.0,4.0,2.0,3.0,1.0,4.0,1.0,11.0
2383,8.0,7.0,1.0,1.0,0.0,2.0,2.0,11.0,3.0,2.0,0.0,1.0,4.0,0.0,9.0,3.0,2.0,2.0,1.0,1.0,0.0,6.0,2.0,2.0,1.0,4.0,4.0,2.0,10.0,2.0,3.0,1.0,1.0,3.0,3.0,9.0
2384,12.0,1.0,2.0,3.0,1.0,4.0,4.0,10.0,3.0,3.0,0.0,0.0,2.0,2.0,11.0,2.0,2.0,3.0,2.0,0.0,1.0,10.0,4.0,4.0,5.0,0.0,4.0,3.0,6.0,3.0,1.0,2.0,1.0,1.0,3.0,7.0
2385,14.0,1.0,5.0,2.0,4.0,2.0,1.0,6.0,2.0,4.0,3.0,2.0,1.0,0.0,8.0,1.0,1.0,1.0,3.0,3.0,1.0,6.0,3.0,4.0,1.0,1.0,3.0,2.0,8.0,3.0,2.0,4.0,4.0,3.0,1.0,5.0
2386,8.0,0.0,1.0,3.0,2.0,5.0,3.0,4.0,5.0,2.0,0.0,1.0,4.0,1.0,9.0,3.0,3.0,2.0,0.0,1.0,1.0,8.0,0.0,4.0,4.0,0.0,1.0,0.0,9.0,4.0,2.0,3.0,1.0,2.0,3.0,7.0
2387,8.0,1.0,1.0,1.0,1.0,0.0,3.0,9.0,2.0,1.0,2.0,2.0,4.0,3.0,10.0,0.0,2.0,5.0,0.0,2.0,5.0,11.0,0.0,2.0,0.0,4.0,1.0,0.0,8.0,1.0,4.0,1.0,2.0,3.0,2.0,4.0
2388,7.0,1.0,1.0,2.0,4.0,4.0,4.0,3.0,3.0,1.0,0.0,0.0,1.0,6.0,11.0,4.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,2.0,2.0,1.0,7.0
2389,7.0,0.0,1.0,3.0,2.0,2.0,4.0,4.0,0.0,2.0,3.0,1.0,0.0,3.0,6.0,1.0,4.0,0.0,0.0,4.0,1.0,9.0,3.0,3.0,0.0,2.0,1.0,2.0,10.0,0.0,1.0,2.0,1.0,3.0,1.0,8.0
2390,9.0,2.0,3.0,3.0,1.0,2.0,4.0,8.0,1.0,3.0,4.0,1.0,0.0,3.0,12.0,1.0,0.0,3.0,2.0,1.0,2.0,9.0,1.0,1.0,2.0,0.0,1.0,1.0,7.0,4.0,0.0,5.0,1.0,2.0,3.0,9.0
2391,7.0,1.0,1.0,2.0,0.0,1.0,1.0,6.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,1.0,2.0,0.0,3.0,3.0,5.0,13.0,2.0,3.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,6.0,1.0,2.0,2.0,5.0
2392,5.0,4.0,1.0,1.0,0.0,1.0,4.0,4.0,3.0,0.0,3.0,1.0,2.0,2.0,5.0,3.0,4.0,3.0,3.0,4.0,1.0,11.0,2.0,1.0,1.0,1.0,2.0,3.0,8.0,0.0,0.0,2.0,2.0,3.0,1.0,9.0
2393,6.0,2.0,1.0,3.0,4.0,0.0,2.0,9.0,0.0,3.0,3.0,2.0,4.0,2.0,9.0,2.0,2.0,0.0,0.0,2.0,1.0,6.0,2.0,0.0,2.0,4.0,3.0,0.0,11.0,1.0,1.0,2.0,3.0,4.0,3.0,7.0
2394,7.0,0.0,5.0,0.0,0.0,2.0,4.0,9.0,4.0,1.0,4.0,2.0,1.0,2.0,6.0,1.0,0.0,1.0,5.0,3.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,1.0,11.0,3.0,2.0,3.0,0.0,1.0,2.0,11.0
2395,3.0,3.0,3.0,3.0,2.0,1.0,0.0,9.0,2.0,5.0,1.0,4.0,2.0,1.0,9.0,3.0,2.0,3.0,1.0,2.0,1.0,10.0,2.0,1.0,4.0,3.0,1.0,1.0,11.0,1.0,0.0,3.0,3.0,2.0,2.0,4.0
2396,8.0,4.0,2.0,0.0,4.0,1.0,4.0,7.0,1.0,2.0,2.0,3.0,1.0,2.0,12.0,1.0,2.0,1.0,0.0,4.0,1.0,15.0,1.0,1.0,4.0,3.0,4.0,3.0,9.0,0.0,3.0,3.0,2.0,1.0,2.0,11.0
2397,9.0,1.0,0.0,3.0,3.0,0.0,1.0,6.0,0.0,1.0,0.0,1.0,3.0,1.0,9.0,3.0,4.0,1.0,3.0,1.0,1.0,9.0,2.0,0.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,3.0,1.0,0.0,3.0,3.0
2398,4.0,1.0,3.0,3.0,3.0,2.0,3.0,4.0,0.0,3.0,1.0,4.0,4.0,1.0,10.0,2.0,4.0,2.0,3.0,2.0,3.0,7.0,2.0,2.0,3.0,1.0,2.0,1.0,4.0,6.0,0.0,3.0,6.0,2.0,6.0,11.0
2399,10.0,1.0,2.0,0.0,1.0,4.0,2.0,8.0,1.0,0.0,2.0,2.0,0.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,4.0,7.0,3.0,2.0,0.0,1.0,5.0,1.0,7.0,1.0,4.0,4.0,1.0,0.0,1.0,6.0
2400,9.0,0.0,1.0,2.0,0.0,1.0,2.0,11.0,3.0,3.0,2.0,1.0,2.0,1.0,6.0,2.0,2.0,3.0,1.0,1.0,2.0,7.0,2.0,2.0,0.0,0.0,2.0,2.0,6.0,4.0,3.0,3.0,0.0,3.0,2.0,5.0
2401,7.0,3.0,1.0,1.0,2.0,2.0,2.0,16.0,1.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,1.0,3.0,4.0,1.0,1.0,9.0,2.0,3.0,1.0,1.0,4.0,1.0,9.0,0.0,0.0,2.0,1.0,1.0,2.0,5.0
2402,6.0,2.0,3.0,4.0,4.0,1.0,1.0,16.0,2.0,2.0,3.0,1.0,6.0,2.0,9.0,5.0,2.0,5.0,2.0,0.0,2.0,4.0,1.0,0.0,2.0,3.0,0.0,2.0,9.0,4.0,4.0,2.0,0.0,2.0,1.0,11.0
2403,5.0,3.0,4.0,2.0,2.0,0.0,1.0,5.0,2.0,1.0,4.0,0.0,4.0,0.0,3.0,5.0,1.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,12.0,1.0,2.0,1.0,0.0,3.0,2.0,7.0
2404,7.0,3.0,0.0,2.0,3.0,3.0,3.0,8.0,4.0,0.0,0.0,3.0,1.0,1.0,3.0,2.0,2.0,0.0,2.0,2.0,1.0,6.0,0.0,3.0,2.0,1.0,2.0,3.0,12.0,2.0,2.0,3.0,0.0,1.0,2.0,9.0
2405,12.0,1.0,2.0,1.0,2.0,1.0,2.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,9.0,2.0,3.0,3.0,2.0,3.0,0.0,14.0,2.0,2.0,2.0,5.0,6.0,0.0,10.0,3.0,1.0,1.0,3.0,2.0,2.0,8.0
2406,13.0,1.0,2.0,0.0,1.0,1.0,2.0,5.0,2.0,3.0,0.0,1.0,2.0,1.0,8.0,4.0,3.0,2.0,3.0,0.0,3.0,3.0,3.0,0.0,2.0,1.0,3.0,4.0,9.0,2.0,1.0,1.0,5.0,2.0,1.0,6.0
2407,15.0,1.0,1.0,2.0,3.0,0.0,4.0,5.0,1.0,4.0,3.0,1.0,1.0,2.0,4.0,4.0,3.0,3.0,1.0,4.0,2.0,7.0,2.0,3.0,3.0,1.0,3.0,2.0,6.0,0.0,1.0,0.0,1.0,1.0,1.0,6.0
2408,9.0,2.0,1.0,0.0,0.0,1.0,3.0,9.0,0.0,2.0,1.0,1.0,2.0,1.0,7.0,1.0,3.0,1.0,3.0,2.0,1.0,9.0,1.0,2.0,2.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,4.0,2.0,2.0,8.0
2409,7.0,1.0,2.0,1.0,3.0,3.0,0.0,6.0,3.0,2.0,3.0,1.0,2.0,3.0,10.0,1.0,0.0,3.0,2.0,1.0,0.0,8.0,1.0,0.0,3.0,3.0,1.0,3.0,8.0,3.0,3.0,2.0,0.0,2.0,3.0,3.0
2410,8.0,2.0,2.0,3.0,1.0,2.0,4.0,7.0,1.0,1.0,2.0,0.0,1.0,1.0,8.0,4.0,4.0,3.0,2.0,0.0,2.0,8.0,3.0,2.0,1.0,4.0,4.0,3.0,8.0,3.0,2.0,1.0,2.0,1.0,1.0,10.0
2411,17.0,1.0,4.0,1.0,4.0,1.0,1.0,8.0,2.0,0.0,1.0,0.0,0.0,3.0,4.0,4.0,1.0,4.0,3.0,2.0,2.0,9.0,2.0,0.0,2.0,3.0,0.0,5.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,5.0
2412,7.0,3.0,4.0,1.0,1.0,3.0,1.0,15.0,1.0,1.0,1.0,3.0,0.0,1.0,8.0,1.0,3.0,4.0,1.0,4.0,7.0,9.0,1.0,2.0,4.0,1.0,2.0,2.0,7.0,1.0,2.0,0.0,2.0,2.0,0.0,11.0
2413,6.0,2.0,3.0,1.0,3.0,3.0,3.0,11.0,1.0,0.0,2.0,3.0,4.0,1.0,9.0,0.0,3.0,2.0,4.0,7.0,0.0,7.0,4.0,3.0,2.0,1.0,2.0,1.0,9.0,2.0,1.0,2.0,1.0,0.0,1.0,9.0
2414,10.0,5.0,0.0,0.0,2.0,1.0,0.0,10.0,1.0,2.0,4.0,3.0,2.0,2.0,11.0,2.0,1.0,2.0,5.0,2.0,0.0,8.0,3.0,2.0,1.0,2.0,2.0,5.0,8.0,3.0,2.0,5.0,2.0,1.0,2.0,12.0
2415,9.0,1.0,3.0,2.0,1.0,2.0,1.0,7.0,2.0,2.0,1.0,3.0,4.0,0.0,10.0,6.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,2.0,1.0,1.0,2.0,0.0,5.0,6.0,0.0,3.0,1.0,1.0,1.0,5.0
2416,6.0,1.0,2.0,2.0,3.0,1.0,4.0,13.0,0.0,2.0,0.0,0.0,6.0,3.0,11.0,2.0,2.0,2.0,2.0,3.0,4.0,8.0,4.0,0.0,1.0,3.0,1.0,0.0,6.0,0.0,1.0,4.0,1.0,1.0,1.0,8.0
2417,6.0,0.0,3.0,3.0,2.0,0.0,3.0,6.0,1.0,3.0,4.0,0.0,0.0,2.0,10.0,1.0,1.0,1.0,0.0,0.0,2.0,9.0,5.0,1.0,2.0,1.0,2.0,1.0,10.0,2.0,2.0,2.0,2.0,7.0,0.0,11.0
2418,9.0,3.0,3.0,2.0,2.0,5.0,1.0,5.0,4.0,0.0,3.0,1.0,2.0,1.0,8.0,2.0,5.0,3.0,2.0,2.0,2.0,12.0,1.0,7.0,2.0,0.0,5.0,4.0,6.0,0.0,4.0,3.0,5.0,0.0,3.0,8.0
